#,TYPE,Bill No.,PONUM,DOCNUM,Document Date,Doc Due Date,Bill Type,itemcode/gl,Item Name,UOM,ItemGroup,HSN/sac,Bill Quantity,BASICVAL,LINETOTAL,Bill Value,TAX_RATE,TAXCODE,CGST,SGST,IGST,TCS,FREIGHT,Customer Code,Customer Name,Customer  Ref No.,Sale Employee Name,Bill To GSTIN,Ship To GSTIN,SHIP_TO_STATENAME,SHIP_TO_CITY,BILL_TO_STATENAME,BILL_TO_CITY,ADDRESS,SHIPTOADDRESS,BRANCH,WAREHOUSE,ORDER_NO,ORDER_DATE,ORDER_REF_NO,DELIVERY_DATE,STATUS,CREDIT_NOTE_CATEGORY,REMARKS,ORIGINAL_INVOICE_REFNO,WITHOUTQTY_POSTING,Tracking No
851,AR Invoice,Pri251,,251,16/11/2011,16/12/2011,I,C00005,WLAN Card,,Items,84.71.3010,5,3375,16875,74489.22,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,240,04/12/09,,14/12/09,Open,,Based on Sales Orders 240. Based on Deliveries 265.,,,
852,AR Invoice,Pri243,,243,17/11/2011,17/12/2011,I,C00002,Motherboard P4 Turbo - Asus Chipset,,Items,84.71.3010,9,16875,151875,208238.75,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,230,05/10/09,,15/10/09,Open,,Based On Sales Quotations 232. Based on Sales Orders 230. Based on Deliveries 255.,,,
853,AR Invoice,Pri243,,243,17/11/2011,17/12/2011,I,C00003,Intel P4 2.4 GhZ,,Items,84.71.3010,1,7312.5,7312.5,208238.75,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,230,05/10/09,,15/10/09,Open,,Based On Sales Quotations 232. Based on Sales Orders 230. Based on Deliveries 255.,,,
854,AR Invoice,Pri243,,243,17/11/2011,17/12/2011,I,C00004,Tower Case with Power supply,,Items,84.71.3010,9,1968.75,17718.75,208238.75,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,230,05/10/09,,15/10/09,Open,,Based On Sales Quotations 232. Based on Sales Orders 230. Based on Deliveries 255.,,,
855,AR Invoice,Pri242,,242,20/11/2011,20/12/2011,I,C00006,Network Card10/100,,Items,84.71.3010,5,1012.5,5062.5,473319.29,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,212,23/06/09,,03/07/09,Open,,Based On Sales Quotations 214. Based on Sales Orders 212. Based on Deliveries 254.,,,
856,AR Invoice,Pri242,,242,20/11/2011,20/12/2011,I,C00007,Hard Disk Seagate 400 GB,,Items,85.24.9111,10,33750,337500,473319.29,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,212,23/06/09,,03/07/09,Open,,Based On Sales Quotations 214. Based on Sales Orders 212. Based on Deliveries 254.,,,
857,AR Invoice,Pri242,,242,20/11/2011,20/12/2011,I,C00008,Monitor 19' TFT,,Items,84.71.3010,5,13500,67500,473319.29,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,212,23/06/09,,03/07/09,Open,,Based On Sales Quotations 214. Based on Sales Orders 212. Based on Deliveries 254.,,,
858,AR Invoice,Pri252,,252,21/11/2011,21/12/2011,I,C00008,Monitor 19' TFT,,Items,84.71.3010,5,13500,67500,278537.69,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,241,05/12/09,,15/12/09,Open,,Based on Sales Orders 241. Based on Deliveries 266.,,,
859,AR Invoice,Pri252,,252,21/11/2011,21/12/2011,I,C00007,Hard Disk Seagate 400 GB,,Items,85.24.9111,5,33750,168750,278537.69,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,241,05/12/09,,15/12/09,Open,,Based on Sales Orders 241. Based on Deliveries 266.,,,
860,AR Invoice,Pri252,,252,21/11/2011,21/12/2011,I,C00006,Network Card10/100,,Items,84.71.3010,5,1012.5,5062.5,278537.69,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,241,05/12/09,,15/12/09,Open,,Based on Sales Orders 241. Based on Deliveries 266.,,,
861,AR Invoice,Pri261,,261,21/11/2011,21/12/2011,I,C00006,Network Card10/100,,Items,84.71.3010,10,843.75,8437.5,41382.9,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,258,19/06/10,,19/07/10,Open,,Based on Sales Quotations 136. Based on Sales Orders 258. Based on Deliveries 277.,,,
862,AR Invoice,Pri261,,261,21/11/2011,21/12/2011,I,C00005,WLAN Card,,Items,84.71.3010,5,3375,16875,41382.9,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,258,19/06/10,,19/07/10,Open,,Based on Sales Quotations 136. Based on Sales Orders 258. Based on Deliveries 277.,,,
863,AR Invoice,Pri261,,261,21/11/2011,21/12/2011,I,C00004,Tower Case with Power supply,,Items,84.71.3010,5,1968.75,9843.75,41382.9,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,258,19/06/10,,19/07/10,Open,,Based on Sales Quotations 136. Based on Sales Orders 258. Based on Deliveries 277.,,,
864,AR Invoice,Pri249,,249,23/11/2011,23/12/2011,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,10,28125,281250,595913.76,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,238,17/11/09,,27/11/09,Open,,Based On Sales Quotations 240. Based on Sales Orders 238. Based on Deliveries 263.,,,
865,AR Invoice,Pri249,,249,23/11/2011,23/12/2011,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,10,16875,168750,595913.76,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,238,17/11/09,,27/11/09,Open,,Based On Sales Quotations 240. Based on Sales Orders 238. Based on Deliveries 263.,,,
866,AR Invoice,Pri249,,249,23/11/2011,23/12/2011,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,5,11250,56250,595913.76,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,238,17/11/09,,27/11/09,Open,,Based On Sales Quotations 240. Based on Sales Orders 238. Based on Deliveries 263.,,,
867,AR Invoice,Pri275,,275,04/01/2012,03/02/2012,I,I00011,Belkin 4-Port USB 2.0 Travel Hub,,Items,84.71.3010,10,900,9000,594733.15,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,236,08/11/09,,18/11/09,Open,,Based On Sales Quotations 238. Based on Sales Orders 236. Based on Deliveries 261.,,,
868,AR Invoice,Pri275,,275,04/01/2012,03/02/2012,I,I00010,Canon EOS 30D,,Items,84.71.3010,10,45000,450000,594733.15,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,236,08/11/09,,18/11/09,Open,,Based On Sales Quotations 238. Based on Sales Orders 236. Based on Deliveries 261.,,,
869,AR Invoice,Pri275,,275,04/01/2012,03/02/2012,I,I00009,Canon PowerShot A1000IS,,Items,84.71.3010,5,11250,56250,594733.15,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,236,08/11/09,,18/11/09,Open,,Based On Sales Quotations 238. Based on Sales Orders 236. Based on Deliveries 261.,,,
870,AR Invoice,Pri291,,291,12/01/2012,11/02/2012,I,LM4029SB,LeMon 4029 Printer System Board,,Items,84.71.6021,2,8750,17500,24842.61,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,294,17/01/11,,16/02/11,Open,,Based on Sales Quotations 273. Based on Sales Orders 294. Based on Deliveries 322.,,,
871,AR Invoice,Pri291,,291,12/01/2012,11/02/2012,I,C00010,Mouse USB,,Items,85.24.9111,1,1575,1575,24842.61,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,294,17/01/11,,16/02/11,Open,,Based on Sales Quotations 273. Based on Sales Orders 294. Based on Deliveries 322.,,,
872,AR Invoice,Pri291,,291,12/01/2012,11/02/2012,I,C00004,Tower Case with Power supply,,Items,84.71.3010,1,2756.25,2756.25,24842.61,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,294,17/01/11,,16/02/11,Open,,Based on Sales Quotations 273. Based on Sales Orders 294. Based on Deliveries 322.,,,
873,AR Invoice,Pri273,,273,20/01/2012,20/03/2012,I,LM4029,LM4029 Lexmark 4029 Printer,,Items,84.71.6021,10,15000,150000,507630.24,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,189,23/01/09,,02/02/09,Open,,Based On Sales Quotations 191. Based on Sales Orders 189. Based on Deliveries 253.,,,
874,AR Invoice,Pri273,,273,20/01/2012,20/03/2012,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,10,22500,225000,507630.24,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,189,23/01/09,,02/02/09,Open,,Based On Sales Quotations 191. Based on Sales Orders 189. Based on Deliveries 253.,,,
875,AR Invoice,Pri273,,273,20/01/2012,20/03/2012,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,5,11250,56250,507630.24,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,189,23/01/09,,02/02/09,Open,,Based On Sales Quotations 191. Based on Sales Orders 189. Based on Deliveries 253.,,,
876,AR Invoice,Pri281,,281,20/01/2012,19/02/2012,I,C00009,Keyboard Comfort USB,,Items,84.71.3010,5,1575,7875,24494.12,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,284,23/04/11,,23/05/11,Open,,Based on Sales Quotations 263. Based on Sales Orders 284. Based on Deliveries 312.,,,
877,AR Invoice,Pri281,,281,20/01/2012,19/02/2012,I,I00008,Rainbow Nuance Ink 6-Pack and Photo Paper Kit,,Items,84.71.3010,4,3412.5,13650,24494.12,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,284,23/04/11,,23/05/11,Open,,Based on Sales Quotations 263. Based on Sales Orders 284. Based on Deliveries 312.,,,
878,AR Invoice,Pri285,,285,20/01/2012,20/03/2012,I,LM4029SB,LeMon 4029 Printer System Board,,Items,84.71.6021,5,6250,31250,38256.19,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,288,04/02/11,,06/03/11,Open,,Based on Sales Quotations 267. Based on Sales Orders 288. Based on Deliveries 316.,,,
879,AR Invoice,Pri285,,285,20/01/2012,20/03/2012,I,LM4029ACA,LeMon 4029 Printer AC Adapter,,Items,84.71.6021,2,625,1250,38256.19,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,288,04/02/11,,06/03/11,Open,,Based on Sales Quotations 267. Based on Sales Orders 288. Based on Deliveries 316.,,,
880,AR Invoice,Pri292,,292,06/02/2012,07/03/2012,I,A00005,Rainbow Color Printer 7.5,,Rainbow Printers,84.71.6021,1,22500,22500,191280.97,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,295,19/01/11,,18/02/11,Open,,Based on Sales Quotations 274. Based on Sales Orders 295. Based on Deliveries 323.,,,
881,AR Invoice,Pri292,,292,06/02/2012,07/03/2012,I,C00001,Motherboard BTX,,Items,84.71.3010,5,22500,112500,191280.97,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,295,19/01/11,,18/02/11,Open,,Based on Sales Quotations 274. Based on Sales Orders 295. Based on Deliveries 323.,,,
882,AR Invoice,Pri292,,292,06/02/2012,07/03/2012,I,I00005,J.B. Laptop Batteries X1 series,,Items,84.71.3010,4,5625,22500,191280.97,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,295,19/01/11,,18/02/11,Open,,Based on Sales Quotations 274. Based on Sales Orders 295. Based on Deliveries 323.,,,
883,AR Invoice,Pri292,,292,06/02/2012,07/03/2012,I,LM4029PH,LeMon 4029 Printer Head,,Items,84.71.6021,4,1250,5000,191280.97,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,295,19/01/11,,18/02/11,Open,,Based on Sales Quotations 274. Based on Sales Orders 295. Based on Deliveries 323.,,,
884,AR Invoice,Pri280,,280,10/02/2012,11/03/2012,I,C00004,Tower Case with Power supply,,Items,84.71.3010,4,2362.5,9450,118946.63,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,283,23/02/11,,25/03/11,Open,,Based on Sales Quotations 262. Based on Sales Orders 283. Based on Deliveries 311.,,,
885,AR Invoice,Pri280,,280,10/02/2012,11/03/2012,I,C00005,WLAN Card,,Items,84.71.3010,2,4050,8100,118946.63,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,283,23/02/11,,25/03/11,Open,,Based on Sales Quotations 262. Based on Sales Orders 283. Based on Deliveries 311.,,,
886,AR Invoice,Pri280,,280,10/02/2012,11/03/2012,I,C00008,"Computer Monitor 24"" HDMI",,Items,84.71.3010,5,13500,67500,118946.63,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,283,23/02/11,,25/03/11,Open,,Based on Sales Quotations 262. Based on Sales Orders 283. Based on Deliveries 311.,,,
887,AR Invoice,Pri280,,280,10/02/2012,11/03/2012,I,I00006,J.B. Laptop Batteries X2 series,,Items,84.71.3010,3,6000,18000,118946.63,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,283,23/02/11,,25/03/11,Open,,Based on Sales Quotations 262. Based on Sales Orders 283. Based on Deliveries 311.,,,
888,AR Invoice,Pri284,,284,14/02/2012,14/04/2012,I,P10001,"PC - 8x core, DDR 32GB, 2TB HDD",,PC,85.24.9111,3,80875,242625,285597.19,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,287,14/04/11,,14/05/11,Open,,Based on Sales Quotations 266. Based on Sales Orders 287. Based on Deliveries 315.,,,
889,AR Invoice,Pri272,,272,27/02/2012,27/04/2012,I,C00005,WLAN Card,,Items,84.71.3010,5,3375,16875,74489.22,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,95,09/07/07,,19/07/07,Open,,Based On Sales Quotations 97. Based on Sales Orders 95. Based on Deliveries 250.,,,
890,AR Invoice,Pri272,,272,27/02/2012,27/04/2012,I,C00004,Tower Case with Power supply,,Items,84.71.3010,5,1968.75,9843.75,74489.22,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,95,09/07/07,,19/07/07,Open,,Based On Sales Quotations 97. Based on Sales Orders 95. Based on Deliveries 250.,,,
891,AR Invoice,Pri272,,272,27/02/2012,27/04/2012,I,C00003,Intel P4 2.4 GhZ,,Items,84.71.3010,5,7312.5,36562.5,74489.22,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,95,09/07/07,,19/07/07,Open,,Based On Sales Quotations 97. Based on Sales Orders 95. Based on Deliveries 250.,,,
892,AR Invoice,Pri276,,276,08/03/2012,07/04/2012,I,I00006,IBM Thankpad Laptop Batteries A21 series,,Items,84.71.3010,5,5000,25000,139782.24,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,244,13/12/09,,23/12/09,Open,,Based on Sales Orders 244. Based on Deliveries 269.,,,
893,AR Invoice,Pri276,,276,08/03/2012,07/04/2012,I,I00005,IBM Thankpad Laptop Batteries A20 series,,Items,84.71.3010,10,5625,56250,139782.24,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,244,13/12/09,,23/12/09,Open,,Based on Sales Orders 244. Based on Deliveries 269.,,,
894,AR Invoice,Pri276,,276,08/03/2012,07/04/2012,I,I00004,USB Flashdrive 8GB,,Items,84.71.3010,20,1875,37500,139782.24,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,244,13/12/09,,23/12/09,Open,,Based on Sales Orders 244. Based on Deliveries 269.,,,
895,AR Invoice,Pri295,,295,11/03/2012,10/04/2012,I,LM4029D,LeMon 4029 500 sheet paper drawer,,Items,84.71.6021,2,2187.5,4375,133896.67,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,298,01/04/11,,01/05/11,Open,,Based on Sales Quotations 277. Based on Sales Orders 298. Based on Deliveries 326.,,,
896,AR Invoice,Pri295,,295,11/03/2012,10/04/2012,I,C00007,Hard Disk 3TB,,Items,85.24.9111,3,28125,84375,133896.67,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,298,01/04/11,,01/05/11,Open,,Based on Sales Quotations 277. Based on Sales Orders 298. Based on Deliveries 326.,,,
897,AR Invoice,Pri295,,295,11/03/2012,10/04/2012,I,I00006,J.B. Laptop Batteries X2 series,,Items,84.71.3010,5,5000,25000,133896.67,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,298,01/04/11,,01/05/11,Open,,Based on Sales Quotations 277. Based on Sales Orders 298. Based on Deliveries 326.,,,
898,AR Invoice,Pri286,,286,12/03/2012,11/04/2012,I,I00001,Blu-Ray Disc 10-Pack,,Items,85.24.9111,3,225,675,243347.15,0,BED+VAT,0,0,0,0,0,C20000,Maxi-Teq,,Sales Manager,,07ACCPY3454E1z1,Delhi,New Delhi,Delhi,New Delhi,",The Great Eastern Center,110019,70,New Delhi,DL,IN",",The Great Eastern Center,110019,70,New Delhi,DL,IN",,General Warehouse,289,26/05/11,,25/06/11,Open,,Based on Sales Quotations 268. Based on Sales Orders 289. Based on Deliveries 317.,,,
899,AR Invoice,Pri286,,286,12/03/2012,11/04/2012,I,A00003,J.B. Officeprint 1186,,J.B. Printers,84.71.6021,5,20250,101250,243347.15,0,BED+VAT,0,0,0,0,0,C20000,Maxi-Teq,,Sales Manager,,07ACCPY3454E1z1,Delhi,New Delhi,Delhi,New Delhi,",The Great Eastern Center,110019,70,New Delhi,DL,IN",",The Great Eastern Center,110019,70,New Delhi,DL,IN",,General Warehouse,289,26/05/11,,25/06/11,Open,,Based on Sales Quotations 268. Based on Sales Orders 289. Based on Deliveries 317.,,,
900,AR Invoice,Pri286,,286,12/03/2012,11/04/2012,I,I00002,Blu-Ray DL Disc 10-Pack,,Items,85.24.9111,1,900,900,243347.15,0,BED+VAT,0,0,0,0,0,C20000,Maxi-Teq,,Sales Manager,,07ACCPY3454E1z1,Delhi,New Delhi,Delhi,New Delhi,",The Great Eastern Center,110019,70,New Delhi,DL,IN",",The Great Eastern Center,110019,70,New Delhi,DL,IN",,General Warehouse,289,26/05/11,,25/06/11,Open,,Based on Sales Quotations 268. Based on Sales Orders 289. Based on Deliveries 317.,,,
901,AR Invoice,Pri286,,286,12/03/2012,11/04/2012,I,A00005,Rainbow Color Printer 7.5,,Rainbow Printers,84.71.6021,4,27000,108000,243347.15,0,BED+VAT,0,0,0,0,0,C20000,Maxi-Teq,,Sales Manager,,07ACCPY3454E1z1,Delhi,New Delhi,Delhi,New Delhi,",The Great Eastern Center,110019,70,New Delhi,DL,IN",",The Great Eastern Center,110019,70,New Delhi,DL,IN",,General Warehouse,289,26/05/11,,25/06/11,Open,,Based on Sales Quotations 268. Based on Sales Orders 289. Based on Deliveries 317.,,,
902,AR Invoice,Pri282,,282,13/03/2012,12/04/2012,I,LM4029,LeMon 4029 Printer,,Items,84.71.6021,1,15000,15000,142283.6,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,285,15/02/11,,17/03/11,Open,,Based on Sales Quotations 264. Based on Sales Orders 285. Based on Deliveries 313.,,,
903,AR Invoice,Pri282,,282,13/03/2012,12/04/2012,I,P10004,PC Set 2,,Items,85.24.9111,1,105875,105875,142283.6,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,285,15/02/11,,17/03/11,Open,,Based on Sales Quotations 264. Based on Sales Orders 285. Based on Deliveries 313.,,,
904,AR Invoice,Pri278,,278,24/03/2012,23/05/2012,I,C00009,Keyboard Comfort USB,,Items,84.71.3010,4,1125,4500,5297.01,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,271,10/10/10,,09/11/10,Open,,Based on Sales Quotations 250. Based on Sales Orders 271. Based on Deliveries 292.,,,
905,AR Invoice,Pri293,,293,05/04/2012,05/05/2012,I,C00006,Gigabit Network Card,,Items,84.71.3010,3,1012.5,3037.5,81418.71,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,Haryana,New Delhi,,,,,,General Warehouse,296,12/05/11,,11/06/11,Open,,Based on Sales Quotations 275. Based on Sales Orders 296. Based on Deliveries 324.,,,
906,AR Invoice,Pri293,,293,05/04/2012,05/05/2012,I,C00002,Motherboard MicroATX,,Items,84.71.3010,2,20250,40500,81418.71,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,Haryana,New Delhi,,,,,,General Warehouse,296,12/05/11,,11/06/11,Open,,Based on Sales Quotations 275. Based on Sales Orders 296. Based on Deliveries 324.,,,
907,AR Invoice,Pri293,,293,05/04/2012,05/05/2012,I,C00001,Motherboard BTX,,Items,84.71.3010,1,27000,27000,81418.71,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,Haryana,New Delhi,,,,,,General Warehouse,296,12/05/11,,11/06/11,Open,,Based on Sales Quotations 275. Based on Sales Orders 296. Based on Deliveries 324.,,,
908,AR Invoice,Pri288,,288,12/04/2012,12/05/2012,I,P10004,PC Set 2,,Items,85.24.9111,3,127050,381150,450464.92,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,291,12/04/11,,12/05/11,Open,,Based on Sales Quotations 270. Based on Sales Orders 291. Based on Deliveries 319.,,,
909,AR Invoice,Pri288,,288,12/04/2012,12/05/2012,I,C00006,Gigabit Network Card,,Items,84.71.3010,1,1012.5,1012.5,450464.92,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,291,12/04/11,,12/05/11,Open,,Based on Sales Quotations 270. Based on Sales Orders 291. Based on Deliveries 319.,,,
